1-PCB_PCB_Bone_conduction_headphones_2_BackupProjects_ysingh,,,,,,,,,,LCSC BOM Quotation,,,,,,,,,,,,,,,
,,,,,,,,,,BOM Date Created：01/04/26 11:31:49,,,,BOM Export Date: 01/04/26 11:33:24,,,,"The matching result is a real-time query result, availability and prices may fluctuate.  
Backorder items are estimated prices for your reference, please submit ""Create Quote"" to get the real price.
All information is provided ""as is"" and is subject to change without notice.  Any use made of the information provided is without recourse to LCSC and at the user's risk.",,,,,,,
,,,,,,,,,,"EST TOTAL :$3.80
",,,,Website：https://www.lcsc.com/bom,,,,,,,,,,,
Uploaded data,,,,,,,,,,LCSC Matching Results,,,,,,,,,,,,,,,
LCSC#,Mfr.,Mrf#,Description,Package,Value,Customer Part Number,Quantity,Target Price(USD),Target Lead Time(Business Days),Mrf#,Mfr.,Order Qty.,Unit Price(USD),Ext.Price(USD),LCSC#,Package,Min,Mult,SPQ,Availability,Stock Status,Customer Notes,Description,Matched status,Product Link
,,CSR8645,,CSR8645,,,1,,,-(The data has been deleted.),-,-,-,-,-,-,-,-,-,-,-,-,-,-,
C28323,SAMSUNG(三星),CL21B105KBFNNNE,,C0805,,-,3,,,CL21B105KBFNNNE,Samsung Electro-Mechanics,20,0.0138,0.28,C28323,0805,20,20,2000,975340,In Stock,,1uF ±10% 50V Ceramic Capacitor X7R 0805,Exact Matches,https://www.lcsc.com/product-detail/C28323.html
C14663,YAGEO(国巨),CC0603KRX7R9BB104,,C0603,,-,3,,,CC0603KRX7R9BB104,YAGEO,100,0.0028,0.28,C14663,0603,100,100,4000,2852800,In Stock,,100nF ±10% 50V Ceramic Capacitor X7R 0603,Exact Matches,https://www.lcsc.com/product-detail/C14663.html
C2718488,BOOMELE(博穆精密),2.54-1*4P母,,HDR-TH_4P-P2.54-V-F,,,1,,,-(The data has been deleted.),-,-,-,-,-,-,-,-,-,-,-,-,-,-,
C105574,YAGEO(国巨),RC0603FR-07200KL,,R0603,,-,2,,,RC0603FR-07200KL,YAGEO,100,0.0014,0.14,C105574,0603,100,100,5000,188000,In Stock,,100mW 200kΩ 75V Thick Film Resistor ±100ppm/℃ ±1% 0603 Chip Resistor - Surface Mount RoHS,Exact Matches,https://www.lcsc.com/product-detail/C105574.html
C5122557,Slkor(萨科微),PAM8403,,SOP-16_L10.0-W3.9-P1.27-LS6.0-BL,,-,1,,,PAM8403,Slkor,5,0.2669,1.33,C5122557,SOP-16,5,5,3000,1180,In Stock,,2-Channel Class D SOP-16 Audio Amplifiers RoHS,Exact Matches,https://www.lcsc.com/product-detail/C5122557.html
C49563331,BXCONN(宝讯),A200UP-ZD03P-PC028,,HDR-TH_A200UP-ZD03P-PC028,,,1,,,,-(The data has been deleted.),-,-,-,-,-,-,-,-,-,-,-,-,-,-,
C88732,rubycon(红宝石),35YXJ470M10x16,,CAP-TH_BD10.0-P5.00-D1.0-FD,,-,1,,,35YXJ470M10x16,Rubycon,5,0.1710,0.86,C88732,"Through Hole,D10xL16mm",5,5,200,120745,In Stock,,"470uF 35V Aluminum Electrolytic Capacitors Through Hole,D10xL16mm 10000hrs@105℃",Exact Matches,https://www.lcsc.com/product-detail/C88732.html
C165948,韩国韩荣,TYPE-C-31-M-12,,USB-C_SMD-TYPE-C-31-M-12,,-,1,,,TYPE-C-31-M-12,Korean Hroparts Elec,5,0.1829,0.91,C165948,SMD,5,5,1000,135585,In Stock,,USB-C (USB TYPE-C) Receptacle Connector 16 Position Surface Mount,Exact Matches,https://www.lcsc.com/product-detail/C165948.html
,CSRA,,CSR8645 Bluetooth Audio SoC,,-,1,1,,,CSR8645,CSRA,1,5.99,5.99,,,1,1,1,In Stock,,CSR8645 Bluetooth 5.0 Audio System on Chip,Alibaba,https://www.alibaba.com/product-detail/CSR8645-4-0-Low-energy-Bluetooth_1601361718339.html?spm=a2700.prosearch.normal_offer.d_title.49e167af6qQOCv&selectedCarrierCode=SEMI_MANAGED_STANDARD%40%40STANDARD&priceId=8b3be94c91374e8ab072dd51a606b353
,Generic,,Bone Conduction Transducers,,-,2,2,,,Transducers,Generic,1,8.95,17.90,,,1,1,1,In Stock,,Bone Conduction Transducers for skull vibration audio,adafruit,"Bone Conductor Transducer with Wires - 8 Ohm 1 Watt : Adafruit Industries, Unique & fun DIY electronics and kits"
,Generic,,Bone Transducers Shipping,,-,1,1,,,Shipping,Generic,1,5.80,5.80,,,1,1,1,In Stock,,Shipping for bone conduction transducers,Alibaba,https://www.alibaba.com/
,Generic,,3.7V Lipo Battery,,-,1,1,,,Battery,Generic,1,4.50,4.50,,,1,1,1,In Stock,,3.7V Lipo Li-Ion Rechargeable Battery,Alibaba,https://www.alibaba.com/product-detail/3-7v-Lipo-Li-Ion-Battery_62343732082.html?spm=a2700.prosearch.normal_offer.d_title.126767affFXnLx&priceId=a254162a2fac41fda798f609a68272bf
,Generic,,Shipping & Handling Fee,,-,1,1,,,Fee,Generic,1,12.01,12.01,,,1,1,1,In Stock,,LCSC Shipping & Handling,LCSC,https://www.lcsc.com
,Generic,,PCB + Shipping,,-,1,1,,,PCB,Generic,1,5.22,5.22,,,1,1,1,In Stock,,Custom PCB & Shipping,JLCPCB,https://www.jlcpcb.com
C963206,G-Switch,MK-12C02-G020,,SMD,,-,1,1,,,MK-12C02-G020,G-Switch,5,0.1215,0.61,C963206,SMD,5,5,5,1180,In Stock,,Slide Switch SPDT 1A @ 6V Surface Mount,Exact Matches,https://www.lcsc.com/product-detail/C963206.html
C3019724,G-Switch,GT-TC006D-H060-L1,,SMD-8P,,-,1,1,,,GT-TC006D-H060-L1,G-Switch,1,0.4102,0.41,C3019724,SMD-8P,1,1,1,150,In Stock,,Navigation Switches Joystick,Exact Matches,https://www.lcsc.com/product-detail/C3019724.html
C6575016,HCTL,TC-6615-9.0-160G,,Through Hole,,-,1,1,,,TC-6615-9.0-160G,HCTL,40,0.0374,1.50,C6575016,Through Hole,20,20,40,1500,In Stock,,Tactile Switch SPST 160gf 9mm,Exact Matches,https://www.lcsc.com/product-detail/C6575016.html
,,,TOTAL COST,,-,,,57.74,,,,,,,,,,,,,,,ESTIMATED TOTAL PROJECT COST,,
